job_id,job_title,company_name,location,industry,experience_level,years_of_exp,education,employment_type,remote_work,salary_usd,salary_band,skills,company_rating,applications,hiring_status,job_posted_date,post_month,post_year,benefits
JOB1770,Frontend Developer,Amazon,Remote,Consulting,Mid Level,15,Bachelor's,Contract,Remote,87585,$80K–$120K,"Aws, Java, Tensorflow, Powerbi, Linux, Spark",3.7,500,Unknown,2025-12-09,2025-12,2025,"PTO, Remote"
JOB3365,Product Manager,Unknown,"Hyderabad, India",Technology,Lead/Principal,12,Associate's,Freelance,Unknown,388935,$180K+,,1.9,500,Closed,2025-10-24,2025-10,2025,Unknown
Unknown,BI Analyst,IBM,"San Francisco, CA",Gaming,Lead/Principal,22,Unknown,Contract,On-Site,119793,$80K–$120K,"Docker, Sql Server, Js",4.5,500,Unknown,2025-01-23,2025-01,2025,Unknown
JOB8113,Full Stack Developer,Apple,"London, UK",Automotive,Lead/Principal,12,PhD,Unknown,On-Site,170216,$120K–$180K,,3.7,1068,Open,2025-12-27,2025-12,2025,Unknown
JOB4062,Data Analyst,Uber,"London, UK",Gaming,Director,18,Bachelor's,Full-Time,On-Site,423306,$180K+,"Pytorch, React, Azure, Docker, Deep Learning, Github",3.7,500,Open,2025-11-17,2025-11,2025,Unknown
JOB2500,Unknown,Accenture,"Chicago, IL",Automotive,Entry Level,18,Master's,Unknown,On-Site,78725,$50K–$80K,"Nlp, Aws, Tableau, Ml, Gcp, Agile, R, Etl",3.7,500,Unknown,2025-08-19,2025-08,2025,"Stock Options, Health"
JOB7802,Software Engineer,Accenture,"London, UK",Telecommunications,Manager,11,Bootcamp,Part-Time,Hybrid,113289,$80K–$120K,"Java, Gcp, Linux, Excel, Kubernetes, Natural Language Processing",3.7,500,Open,2025-07-25,2025-07,2025,"401k, Health"
JOB9486,Data Analyst,Infosys,"Seattle, WA",Technology,Lead/Principal,17,Bachelor's,Full-Time,Hybrid,91667,$80K–$120K,"Etl, Scrum, Pytorch, Excel, Sql, Deep Learning",3.7,746,Closed,2025-09-13,2025-09,2025,Unknown
JOB5450,Data Scientist,Oracle,"Berlin, Germany",Automotive,Unknown,25,PhD,Unknown,Remote,97763,$80K–$120K,"Agile, Spark, Deep Learning, Natural Language Processing, Collaboration",3.9,499,Closed,2025-01-01,2025-01,2025,"401k, Health"
Unknown,Product Manager,Amazon,"Chicago, IL",Automotive,Entry Level,13,Master's,Contract,On-Site,80586,$80K–$120K,"Agile, Kubernetes",3.7,500,Unknown,2025-09-10,2025-09,2025,"401k, Health"
Unknown,Data Engineer,Unknown,Remote,Gaming,Entry Level,20,Unknown,Freelance,On-Site,126507,$120K–$180K,"K8S, Python, Etl, Nodejs, React, Reactjs, Docker, Tableau",3.7,100,Unknown,2025-12-22,2025-12,2025,"Stock Options, Health"
JOB6939,Software Engineer,IBM,Unknown,Telecommunications,Entry Level,6,High School,Freelance,On-Site,113289,$80K–$120K,"Communication, Azure, Unix, Power Bi, Tableau, Etl",3.7,100,Open,2025-08-03,2025-08,2025,"Stock Options, Health"
JOB5321,Data Engineer,Microsoft,"Boston, MA",Automotive,Manager,4,PhD,Internship,Hybrid,39346,< $50K,,3.1,501,Open,2025-04-06,2025-04,2025,"Stock Options, Health"
JOB5991,BI Analyst,Wipro,"New York, NY",Healthcare,Entry Level,13,Master's,Part-Time,On-Site,119793,$80K–$120K,"Excel, Kubernetes, Statistical Analysis, Power Bi",3.7,500,Closed,2025-12-15,2025-12,2025,Unknown
Unknown,AI Engineer,Infosys,Remote,Automotive,Executive,5,Bachelor's,Full-Time,On-Site,95882,$80K–$120K,"Agile, Stats, R Programming, Python, Nlp, Aws",3.7,500,Open,2025-11-18,2025-11,2025,Health+Dental
JOB8386,Software Engineer,Salesforce,"Boston, MA",Technology,Senior,24,High School,Part-Time,Remote,106984,$80K–$120K,"Excel, Data Pipeline",1.9,919,Open,2025-12-24,2025-12,2025,"401k, Health"
JOB3786,Data Analyst,Meta,"Toronto, Canada",Automotive,Executive,14,Bachelor's,Freelance,On-Site,497664,$180K+,,3.7,500,Closed,2025-01-01,2025-01,2025,"401k, Health"
Unknown,AI Engineer,Netflix,Remote,Technology,Senior,12,Associate's,Part-Time,Unknown,106560,$80K–$120K,"Node, Pytorch, Linux, Scrum, Microsoft Excel, Sql, Git, Data Visualization",4.5,500,Open,2025-06-23,2025-06,2025,"Health, Dental, Vision"
JOB2388,Software Engineer,Apple,"Toronto, Canada",Consulting,Senior,12,Bachelor's,Internship,On-Site,113289,$80K–$120K,"Ml, Javascript, K8S, Excel, React, Gcp",3.7,100,Closed,2025-07-11,2025-07,2025,"401k, Health"
Unknown,ML Engineer,Oracle,"Berlin, Germany",Finance,Mid Level,11,Unknown,Internship,Remote,47507,< $50K,"Java, Agile, Javascript, Dataviz, Natural Language Processing, Aws, Data Viz",3.9,500,Open,2025-10-08,2025-10,2025,"Health, 401k, Stock"
JOB3227,Cybersecurity Analyst,Infosys,"Seattle, WA",E-Commerce/Retail,Lead/Principal,15,Master's,Full-Time,Remote,99606,$80K–$120K,"K8S, Java, Scrum, React, Collaboration, Power Bi",3.6,500,Open,2025-04-14,2025-04,2025,Unknown
JOB2202,Data Scientist,Salesforce,"San Francisco, CA",E-Commerce/Retail,Lead/Principal,11,PhD,Freelance,On-Site,115535,$80K–$120K,"Google Cloud, Python, Agile, Js, Pyspark, Ml",4.2,500,On Hold,2025-07-01,2025-07,2025,Health+Dental
JOB2235,Data Analyst,Oracle,"New York, NY",Unknown,Mid Level,11,Master's,Full-Time,Hybrid,131990,$120K–$180K,,5.0,1363,Unknown,2025-04-19,2025-04,2025,Unknown
JOB9197,Data Scientist,Apple,"Austin, TX",E-Commerce/Retail,Entry Level,19,Master's,Part-Time,On-Site,134416,$120K–$180K,"Docker, Collaboration",2.5,500,Closed,2024-07-06,2024-07,2024,"401k, Health"
JOB2859,Data Scientist,TCS,"Boston, MA",Healthcare,Mid Level,11,Master's,Freelance,Remote,262323000,$180K+,"Tensorflow, Etl, Deep Learning, Python, Javascript, Linux",3.7,500,Open,2024-12-15,2024-12,2024,"PTO, Remote"
Unknown,Data Analyst,Google,"Hyderabad, India",Technology,Entry Level,13,Bachelor's,Internship,Unknown,131990,$120K–$180K,"Pytorch, Pyspark, Reactjs, Nlp, R",3.0,363,Open,2024-08-20,2024-08,2024,Unknown
JOB9694,Data Engineer,Amazon,"Bangalore, India",Gaming,Executive,13,Bachelor's,Full-Time,Hybrid,123685,$120K–$180K,"Python, Javascript, Aws, R",4.5,500,Unknown,2025-08-01,2025-08,2025,"Health, Dental, Vision"
JOB2014,Unknown,TCS,Unknown,Technology,Manager,10,Unknown,Full-Time,On-Site,240604,$180K+,,2.5,500,Closed,2024-05-05,2024-05,2024,Unknown
JOB3459,Data Analyst,Amazon,"Seattle, WA",Telecommunications,Mid Level,11,PhD,Contract,Remote,131990,$120K–$180K,,3.6,500,Unknown,2025-04-07,2025-04,2025,Unknown
JOB3320,Machine Learning Engineer,Wipro,"San Francisco, CA",Technology,Manager,11,Bachelor's,Part-Time,Remote,65272,$50K–$80K,"Computer Vision, Linux",3.7,500,Open,2024-08-05,2024-08,2024,Unknown
JOB1183,Full Stack Developer,Apple,"Seattle, WA",Technology,Executive,20,Associate's,Full-Time,Hybrid,44439,< $50K,"Linux, Scrum",3.7,394,Closed,2025-04-12,2025-04,2025,"401k, Health"
JOB3876,ML Engineer,TCS,"Toronto, Canada",Unknown,Entry Level,13,PhD,Part-Time,Unknown,139214,$120K–$180K,"Unix, Linux, Gcp",4.8,500,Closed,2025-06-19,2025-06,2025,"401k, Health"
JOB8868,Software Engineer,Accenture,"Austin, TX",Automotive,Entry Level,10,Bootcamp,Full-Time,Remote,451138,$180K+,"Google Cloud, K8S, Power Bi, Collaboration, Ml, Nlp, Natural Language Processing, Js",1.4,500,On Hold,2025-01-12,2025-01,2025,Unknown
Unknown,BI Analyst,TCS,"San Francisco, CA",Automotive,Executive,20,Bootcamp,Full-Time,On-Site,119793,$80K–$120K,"Agile, Natural Language Processing, Nodejs, Pytorch, R Programming",3.7,500,Closed,2025-06-03,2025-06,2025,"Health, 401k, Stock"
JOB4477,Product Manager,Wipro,"London, UK",Technology,Executive,18,Bootcamp,Contract,Unknown,243122000,$180K+,"Agile, Statistics, Communication, Dl, Cv",3.7,581,Closed,2025-01-28,2025-01,2025,Unknown
Unknown,Data Scientist,Meta,Unknown,Healthcare,Mid Level,2,Bachelor's,Unknown,Remote,161993,$120K–$180K,,3.7,500,Unknown,2024-11-05,2024-11,2024,Unknown
Unknown,Unknown,Netflix,"Seattle, WA",Finance,Unknown,0,Bootcamp,Contract,Unknown,497304,$180K+,"Java, React, Computer Vision, Nlp, Stats, Docker, K8S, Tableau",4.2,500,Unknown,2025-04-18,2025-04,2025,"PTO, Remote"
JOB6389,Backend Developer,Microsoft,"Berlin, Germany",Media/Entertainment,Entry Level,15,Bachelor's,Internship,Hybrid,71815,$50K–$80K,"Tensorflow, Apache Spark, Linux, Tableau, Unix, Statistical Analysis",4.5,500,Open,2025-12-03,2025-12,2025,Unknown
JOB2796,AI Engineer,Airbnb,"London, UK",Finance,Manager,11,High School,Freelance,Remote,106560,$80K–$120K,"Java, Deep Learning, Communication, Data Visualization, Data Pipeline",3.3,500,Closed,2025-10-16,2025-10,2025,"Health, 401k, Stock"
JOB4890,DevOps Engineer,Google,"Berlin, Germany",Finance,Director,10,Bootcamp,Freelance,Unknown,123918,$120K–$180K,"Tableau, Etl, Linux, Python, Javascript, Stats",4.2,500,On Hold,2025-05-09,2025-05,2025,Unknown
JOB4749,Product Manager,IBM,"London, UK",Technology,Mid Level,11,PhD,Contract,Remote,129681,$120K–$180K,"Git, Etl, Reactjs, Collaboration, Kubernetes",2.0,500,Closed,2025-10-10,2025-10,2025,"Health, 401k, Stock"
JOB2920,Frontend Developer,Netflix,"Bangalore, India",Healthcare,Executive,13,Master's,Full-Time,Unknown,87585,$80K–$120K,"Excel, Natural Language Processing, Statistics",3.7,100,Closed,2025-03-08,2025-03,2025,"Health, Dental, Vision"
JOB9819,Data Analyst,Infosys,"Seattle, WA",E-Commerce/Retail,Executive,9,Associate's,Contract,On-Site,131990,$120K–$180K,,2.5,500,On Hold,2025-01-23,2025-01,2025,"Health, 401k, Stock"
JOB4495,BI Analyst,Uber,Remote,Healthcare,Manager,17,PhD,Freelance,Remote,94342,$80K–$120K,"Nlp, Excel, Dataviz, Javascript, Docker, Etl, Azure, Machine Learning",4.5,500,Closed,2025-09-17,2025-09,2025,Health+Dental
JOB8260,Cybersecurity Analyst,Amazon,"Seattle, WA",Gaming,Executive,17,Associate's,Contract,Remote,99606,$80K–$120K,"Aws, Dl, Excel, Java, Tableau, Docker",3.7,319,Closed,2025-06-16,2025-06,2025,Unknown
Unknown,BI Analyst,Infosys,Remote,Healthcare,Senior,12,Bootcamp,Part-Time,On-Site,119793,$80K–$120K,,1.7,500,Closed,2025-01-12,2025-01,2025,"Stock Options, Health"
JOB2793,Full Stack Developer,Unknown,"San Francisco, CA",Finance,Executive,21,High School,Freelance,Remote,56661,$50K–$80K,"Tableau, Communication, Scrum, Amazon Web Services, Power Bi",3.7,500,Closed,2025-03-21,2025-03,2025,"Health, Dental, Vision"
JOB9038,Machine Learning Engineer,Amazon,"Austin, TX",Gaming,Senior,12,Master's,Internship,On-Site,105823,$80K–$120K,"Javascript, Computer Vision, React, Statistics, Agile, Tableau",3.7,500,Open,2025-01-12,2025-01,2025,"Stock Options, Health"
JOB7540,ML Engineer,Accenture,"Boston, MA",Consulting,Senior,11,Bootcamp,Part-Time,On-Site,228740,$180K+,"Pyspark, Tensorflow, Python",3.7,500,On Hold,2025-06-04,2025-06,2025,Unknown
JOB9028,Data Engineer,Google,Unknown,Healthcare,Manager,15,PhD,Part-Time,Hybrid,126507,$120K–$180K,"Agile, Excel, Amazon Web Services, Ml, Azure, Git, Google Cloud",3.7,100,Open,2025-01-01,2025-01,2025,Unknown
JOB3975,Software Engineer,Google,"Hyderabad, India",Media/Entertainment,Senior,12,Master's,Part-Time,Hybrid,113289,$80K–$120K,"R, Agile, Computer Vision, Aws, Gcp, Collaboration",4.5,500,On Hold,2024-03-15,2024-03,2024,"Stock Options, Health"
JOB1179,BI Analyst,Unknown,Unknown,Unknown,Senior,3,PhD,Full-Time,Hybrid,226311,$180K+,"Gcp, Node.Js, Machine Learning, Excel, Pytorch, Power Bi, Java, Computer Vision",3.7,500,Closed,2025-04-05,2025-04,2025,"PTO, Remote"
JOB4673,Full Stack Developer,TCS,"Toronto, Canada",Healthcare,Manager,4,Bootcamp,Part-Time,Remote,170216,$120K–$180K,"Statistics, Js, Deep Learning, Sql Server, Github",4.5,500,Closed,2025-10-02,2025-10,2025,"Health, 401k, Stock"
JOB2039,DevOps Engineer,Uber,"San Francisco, CA",Technology,Director,2,Master's,Part-Time,On-Site,294555,$180K+,"Scrum, Kubernetes, Docker, Collaboration, Reactjs",3.7,500,Open,2024-07-07,2024-07,2024,"Stock Options, Health"
JOB2208,Product Manager,Infosys,"Seattle, WA",Unknown,Manager,16,Master's,Contract,Hybrid,129681,$120K–$180K,"Aws, Java, Agile, Sql, Data Pipeline, Js, R Programming",3.7,500,On Hold,2025-11-23,2025-11,2025,"401k, Health"
JOB4467,DevOps Engineer,Salesforce,"New York, NY",Finance,Mid Level,11,Unknown,Internship,Remote,141552,$120K–$180K,"Javascript, Amazon Web Services",3.7,500,Closed,2025-05-24,2025-05,2025,Unknown
JOB2257,Cybersecurity Analyst,Oracle,"Seattle, WA",Technology,Lead/Principal,6,Bootcamp,Contract,Unknown,415481,$180K+,"Microsoft Excel, R, Statistics",3.7,300,Closed,2025-07-21,2025-07,2025,"Health, 401k, Stock"
JOB6159,AI Engineer,Meta,Unknown,Media/Entertainment,Manager,11,Bootcamp,Internship,On-Site,106560,$80K–$120K,"Etl, Kubernetes, Node, R Programming, Statistics, Python, Apache Spark, Nodejs",5.0,500,Open,2024-10-18,2024-10,2024,Unknown
Unknown,Data Scientist,Unknown,"San Francisco, CA",E-Commerce/Retail,Manager,16,Associate's,Internship,On-Site,152498,$120K–$180K,"Sql Server, Tensorflow, Node, Machine Learning, Data Visualization, Aws, Javascript, Statistics",4.3,500,Unknown,2025-01-22,2025-01,2025,"Health, 401k, Stock"
JOB6838,DevOps Engineer,Meta,"San Francisco, CA",E-Commerce/Retail,Entry Level,13,Associate's,Freelance,Hybrid,32056,< $50K,"Agile, Javascript, Deep Learning, Gcp",4.2,100,Open,2025-08-14,2025-08,2025,"Stock Options, Health"
JOB6642,Frontend Developer,Unknown,"Bangalore, India",E-Commerce/Retail,Executive,13,Bachelor's,Freelance,Hybrid,57362,$50K–$80K,,3.7,1366,Unknown,2024-03-24,2024-03,2024,Health+Dental
JOB3928,Data Engineer,Infosys,"Bangalore, India",Technology,Senior,17,Master's,Full-Time,Remote,318729,$180K+,Pytorch,1.5,500,Open,2025-05-12,2025-05,2025,"PTO, Remote"
JOB9060,Software Engineer,Wipro,Unknown,Unknown,Lead/Principal,12,PhD,Part-Time,Unknown,113289,$80K–$120K,"Ms Excel, Node, Pytorch",3.7,100,Open,2024-05-03,2024-05,2024,Unknown
JOB4094,Data Analyst,Accenture,"Toronto, Canada",Telecommunications,Executive,5,PhD,Contract,Unknown,156354,$120K–$180K,"Gcp, Kubernetes, Java, Pyspark, Power Bi, Azure, Linux, Sql",3.7,500,Closed,2025-10-04,2025-10,2025,Unknown
Unknown,BI Analyst,Netflix,"Bangalore, India",Technology,Unknown,1,PhD,Part-Time,Unknown,57158,$50K–$80K,"Unix, Node.Js, Azure, Statistical Analysis, Etl, Gcp",3.5,500,Open,2024-07-21,2024-07,2024,"Health, Dental, Vision"
JOB4903,Cybersecurity Analyst,Salesforce,"San Francisco, CA",Unknown,Entry Level,13,Master's,Freelance,On-Site,99606,$80K–$120K,"Unix, Etl, Kubernetes",2.0,214,Open,2025-03-16,2025-03,2025,"401k, Health"
JOB7912,Software Engineer,Airbnb,"Berlin, Germany",Finance,Entry Level,22,Bachelor's,Full-Time,Remote,113289,$80K–$120K,"Nlp, Js",3.7,500,Closed,2025-11-15,2025-11,2025,"Health, Dental, Vision"
JOB6956,Backend Developer,Netflix,"Toronto, Canada",Consulting,Lead/Principal,12,Bachelor's,Part-Time,Hybrid,76185,$50K–$80K,"Ml, Github, Js, Stats, Machine Learning",3.7,500,Closed,2025-01-01,2025-01,2025,"Health, 401k, Stock"
JOB4848,DevOps Engineer,Airbnb,"Seattle, WA",Gaming,Director,19,High School,Full-Time,Remote,188702000,$180K+,"Docker, Etl, Sql, Tensorflow, Ml, Agile",1.1,500,Closed,2025-09-14,2025-09,2025,"Stock Options, Health"
JOB2470,Unknown,Unknown,"Chicago, IL",Technology,Mid Level,0,High School,Unknown,Remote,135473,$120K–$180K,"Statistics, Spark, Statistical Analysis, Tableau, Linux",4.5,574,Closed,2025-03-08,2025-03,2025,Unknown
JOB2532,Data Engineer,Salesforce,"Boston, MA",Technology,Senior,12,Bachelor's,Part-Time,Hybrid,255632,$180K+,"Node, Tableau, Excel, Unix, Apache Spark, Reactjs, Powerbi, Linux",1.1,429,Closed,2025-07-04,2025-07,2025,Health+Dental
JOB6871,Data Analyst,Apple,"Bangalore, India",Technology,Entry Level,13,Master's,Full-Time,On-Site,136044,$120K–$180K,"Agile, Azure, Dataviz, Aws, Tableau, Communication, Data Viz, Git",3.7,500,Closed,2025-01-04,2025-01,2025,Unknown
JOB4769,ML Engineer,Apple,"Austin, TX",Finance,Executive,24,High School,Freelance,Hybrid,139214,$120K–$180K,"Gcp, Tableau, Microsoft Excel",3.7,500,Unknown,2025-01-01,2025-01,2025,"Health, Dental, Vision"
JOB9424,ML Engineer,Apple,"Seattle, WA",E-Commerce/Retail,Executive,13,PhD,Internship,Hybrid,129013,$120K–$180K,"Computer Vision, Agile, Unix, K8S, Pytorch, R",2.0,500,Open,2025-08-27,2025-08,2025,"Stock Options, Health"
JOB4772,Product Manager,Meta,"Bangalore, India",E-Commerce/Retail,Senior,18,Master's,Freelance,Remote,129681,$120K–$180K,"Tableau, Communication, Powerbi, Git, Data Viz, Apache Spark, Pytorch",1.6,1472,Closed,2025-11-21,2025-11,2025,"Health, Dental, Vision"
JOB7792,Data Analyst,Accenture,"New York, NY",Unknown,Executive,13,PhD,Unknown,On-Site,242468,$180K+,"Dataviz, Javascript, Gcp, Power Bi, Node.Js, Java",4.5,500,Open,2025-01-01,2025-01,2025,Health+Dental
JOB1370,Product Manager,Amazon,"Hyderabad, India",Automotive,Entry Level,13,Bachelor's,Freelance,On-Site,129681,$120K–$180K,"Pytorch, Deep Learning, Google Cloud, React, Powerbi, Docker, Linux",3.7,100,Closed,2025-03-05,2025-03,2025,Unknown
JOB5827,Data Engineer,Meta,"Chicago, IL",Finance,Manager,11,High School,Contract,Remote,129329,$120K–$180K,"Computer Vision, Machine Learning, Python, Sql, Powerbi",4.0,503,Unknown,2025-04-20,2025-04,2025,"401k, Health"
JOB3262,Data Analyst,Apple,"Toronto, Canada",Technology,Senior,10,Bootcamp,Unknown,On-Site,33131,< $50K,"React, Powerbi, Stats, Etl, Data Pipeline, Python",3.7,500,Unknown,2025-12-17,2025-12,2025,"401k, Health"
JOB6925,Cloud Architect,Unknown,"New York, NY",Technology,Entry Level,13,Bootcamp,Unknown,Remote,192533,$180K+,"Scrum, Dl, Machine Learning, Ml, Kubernetes, Tableau",4.0,500,Open,2024-05-24,2024-05,2024,"Health, Dental, Vision"
JOB2983,Data Engineer,Microsoft,"Austin, TX",Consulting,Senior,12,Associate's,Internship,On-Site,126507,$120K–$180K,"Python, Git, Statistics, Etl, Gcp, Tensorflow, Machine Learning",2.0,500,Closed,2025-03-21,2025-03,2025,"401k, Health"
Unknown,Backend Developer,Salesforce,Unknown,Gaming,Mid Level,11,High School,Unknown,Remote,95812,$80K–$120K,"Powerbi, Dl, Machine Learning",3.7,521,Unknown,2025-01-07,2025-01,2025,"Health, 401k, Stock"
JOB7845,Cloud Architect,TCS,Remote,Healthcare,Mid Level,5,Bootcamp,Part-Time,Remote,192533,$180K+,"Pyspark, Statistical Analysis, Python, Excel, Scrum, Communication, Amazon Web Services",3.7,500,On Hold,2025-12-28,2025-12,2025,Unknown
JOB4345,Data Analyst,Salesforce,"New York, NY",Finance,Mid Level,11,PhD,Contract,On-Site,53858,$50K–$80K,"Sql Server, R, Machine Learning",3.7,500,Closed,2024-07-05,2024-07,2024,Unknown
JOB3409,AI Engineer,Unknown,Remote,Technology,Unknown,12,Bachelor's,Part-Time,Remote,41098,< $50K,"Git, Powerbi, Stats, Data Pipeline, Pyspark, Node",1.0,500,Closed,2025-05-07,2025-05,2025,Unknown
JOB3748,Product Manager,Airbnb,Remote,Technology,Manager,17,High School,Full-Time,Unknown,99937000,$180K+,"Reactjs, Statistical Analysis, Gcp, Spark, Node.Js, Dl",3.7,500,Open,2025-05-15,2025-05,2025,"Health, 401k, Stock"
JOB4572,DevOps Engineer,Infosys,"Berlin, Germany",Telecommunications,Mid Level,11,PhD,Unknown,On-Site,203513,$180K+,"Tensorflow, Nlp, Linux, Powerbi, Statistics, Kubernetes, Nodejs",1.6,100,Closed,2025-04-07,2025-04,2025,Unknown
JOB7870,ML Engineer,Netflix,Unknown,Media/Entertainment,Mid Level,11,Bootcamp,Part-Time,On-Site,139214,$120K–$180K,"R, Java, Aws, Azure, Sql",3.7,500,Unknown,2025-02-18,2025-02,2025,Unknown
JOB1846,Software Engineer,Infosys,"Chicago, IL",Technology,Executive,9,Bootcamp,Contract,On-Site,377774,$180K+,"Powerbi, Scrum, React, Azure, Docker, Statistics",3.5,500,Open,2024-12-16,2024-12,2024,"Health, Dental, Vision"
JOB6291,ML Engineer,Amazon,"Seattle, WA",Education,Lead/Principal,6,Bootcamp,Freelance,Hybrid,123010,$120K–$180K,"Linux, Java",3.0,500,Open,2025-05-11,2025-05,2025,Unknown
JOB7374,BI Analyst,Amazon,Unknown,Unknown,Lead/Principal,12,Unknown,Full-Time,Hybrid,119793,$80K–$120K,"Amazon Web Services, Node.Js",4.5,500,Unknown,2025-05-02,2025-05,2025,"Health, Dental, Vision"
JOB8459,Cybersecurity Analyst,Meta,"New York, NY",Finance,Unknown,3,Bachelor's,Internship,Unknown,99606,$80K–$120K,"Nodejs, Apache Spark, Powerbi, Node.Js, Tensorflow, Tableau, Etl, Reactjs",3.7,926,Open,2025-05-26,2025-05,2025,"Stock Options, Health"
JOB8247,Unknown,Meta,"Boston, MA",Media/Entertainment,Mid Level,15,Master's,Freelance,On-Site,217365,$180K+,"Node.Js, Github, Etl, Dataviz, Statistical Analysis, Agile",2.2,100,On Hold,2025-01-09,2025-01,2025,"Health, 401k, Stock"
JOB5137,Product Manager,Apple,"Toronto, Canada",Telecommunications,Executive,13,Associate's,Part-Time,Remote,129681,$120K–$180K,"Computer Vision, React",4.5,1348,Open,2025-01-01,2025-01,2025,Unknown
JOB4583,Cloud Architect,Wipro,"Hyderabad, India",Healthcare,Lead/Principal,12,Unknown,Internship,On-Site,451940,$180K+,"Powerbi, Python, Agile",3.2,500,Closed,2025-01-01,2025-01,2025,Unknown
JOB4956,Data Scientist,Google,"Chicago, IL",Technology,Manager,3,Master's,Contract,On-Site,152498,$120K–$180K,"Excel, Tensorflow, Git",3.7,500,Closed,2024-01-28,2024-01,2024,Unknown
JOB1916,Product Manager,IBM,"Boston, MA",Automotive,Lead/Principal,0,Unknown,Internship,On-Site,129681,$120K–$180K,"Spark, React, Javascript",1.0,485,Open,2025-01-01,2025-01,2025,"401k, Health"
JOB1866,AI Engineer,Unknown,"Austin, TX",Gaming,Mid Level,2,Master's,Contract,On-Site,106560,$80K–$120K,"Collaboration, Data Pipeline, Tableau, Nlp, Stats, Pytorch, Dl, Gcp",3.7,100,Open,2025-01-11,2025-01,2025,"401k, Health"
Unknown,Software Engineer,Microsoft,"Berlin, Germany",Unknown,Senior,24,Unknown,Contract,On-Site,113289,$80K–$120K,"Kubernetes, Data Pipeline, Azure",3.7,500,Unknown,2025-09-21,2025-09,2025,"401k, Health"
Unknown,Data Analyst,Wipro,"Chicago, IL",Technology,Mid Level,11,High School,Contract,On-Site,131990,$120K–$180K,"Tensorflow, Dataviz, Nlp, Sql Server, Git, Azure, Statistics",4.2,500,Unknown,2025-02-09,2025-02,2025,Health+Dental
JOB5187,BI Analyst,TCS,"Berlin, Germany",Finance,Mid Level,11,High School,Full-Time,Hybrid,423229,$180K+,"Computer Vision, Nlp, Stats, Kubernetes, Azure",1.0,500,Closed,2024-07-23,2024-07,2024,Unknown
JOB5394,Frontend Developer,Uber,Remote,Technology,Entry Level,13,PhD,Contract,Remote,128457,$120K–$180K,"Apache Spark, Docker, Machine Learning, Pyspark, Stats, Aws, React",1.6,500,Closed,2024-12-03,2024-12,2024,Unknown
JOB2063,Cybersecurity Analyst,Uber,"Boston, MA",Healthcare,Director,10,PhD,Full-Time,Remote,158594,$120K–$180K,,3.2,500,Closed,2025-12-17,2025-12,2025,"401k, Health"
JOB1555,Software Engineer,Uber,"Berlin, Germany",Gaming,Mid Level,15,Unknown,Internship,Unknown,113289,$80K–$120K,"Tensorflow, Power Bi",3.7,372,Closed,2025-05-23,2025-05,2025,"Health, 401k, Stock"
JOB5197,Unknown,Uber,"Hyderabad, India",Finance,Director,10,Bachelor's,Contract,Unknown,135473,$120K–$180K,,4.4,304,Closed,2025-07-24,2025-07,2025,Unknown
JOB6031,Data Analyst,Airbnb,"Berlin, Germany",Consulting,Mid Level,21,Master's,Full-Time,Remote,43602,< $50K,"Agile, Statistics, Nodejs, Docker, Amazon Web Services",3.0,500,Closed,2025-03-25,2025-03,2025,Unknown
JOB2907,DevOps Engineer,Unknown,"Boston, MA",Healthcare,Director,10,Bachelor's,Freelance,Remote,141552,$120K–$180K,"Communication, Pyspark, Amazon Web Services, R, Ml, Dl",1.2,500,Open,2025-09-01,2025-09,2025,"Stock Options, Health"
JOB7349,Frontend Developer,IBM,"Austin, TX",Telecommunications,Manager,11,PhD,Part-Time,Hybrid,481567,$180K+,"R, Pytorch, Java, React, Python, Node, Azure, Linux",2.1,100,On Hold,2025-06-03,2025-06,2025,"Health, Dental, Vision"
JOB9775,Full Stack Developer,Microsoft,"Bangalore, India",Technology,Executive,13,Bootcamp,Contract,Hybrid,107718,$80K–$120K,"Spark, Gcp, Scrum, Apache Spark, React",2.4,500,On Hold,2024-10-24,2024-10,2024,Unknown
JOB6253,Data Analyst,Microsoft,"Bangalore, India",Technology,Director,14,Bachelor's,Contract,Hybrid,131990,$120K–$180K,"Ms Excel, Scrum, Powerbi, Stats, Pytorch, Computer Vision",2.0,885,Unknown,2025-01-01,2025-01,2025,"PTO, Remote"
JOB7564,Backend Developer,Amazon,"Boston, MA",Technology,Mid Level,1,Bachelor's,Part-Time,On-Site,95812,$80K–$120K,,3.7,100,Open,2025-01-01,2025-01,2025,Unknown
JOB8763,AI Engineer,Airbnb,"Toronto, Canada",Telecommunications,Entry Level,13,Unknown,Unknown,On-Site,244035,$180K+,"Js, Pytorch, Deep Learning, Aws, Node.Js, Agile, Python",3.7,500,Closed,2025-07-20,2025-07,2025,Unknown
JOB7609,Data Analyst,Infosys,"Hyderabad, India",Technology,Unknown,12,PhD,Full-Time,Remote,51781,$50K–$80K,,3.7,1447,Closed,2025-01-01,2025-01,2025,Health+Dental
JOB2309,Data Analyst,Netflix,"Boston, MA",Consulting,Mid Level,8,Associate's,Contract,On-Site,0,< $50K,"Spark, Google Cloud, Deep Learning",3.7,500,Closed,2025-08-27,2025-08,2025,"Health, 401k, Stock"
JOB9425,ML Engineer,Unknown,"Berlin, Germany",Consulting,Entry Level,13,High School,Contract,On-Site,191264,$180K+,"Linux, Dataviz",3.7,100,Unknown,2025-01-01,2025-01,2025,Unknown
