job_id,job_title,company_name,location,salary,currency,experience_level,years_of_exp,education,employment_type,industry,skills,remote_work,job_posted_date,company_rating,applications,job_description,benefits,hiring_status
JOB8929,Backend developer,SalesForce,Toronto,-2324,$,senior,-3,bootcamp,,MEDIA,"['node.js', 'PowerBI', 'docker', 'Collaboration', 'stats']",0,03/19/2025,0,-39,uaRBGTHSUGxcgdaZcWdVaQQNWmizUaCGGqLUmzVzxZaxalsDFfKtxlsVbXogPGedjPy UFjrsCDKsUtbKHFPd NtHAIJ,N/A,On Hold
JOB4978,software engineer,Wipro,CHICAGO,-1495,GBP,entry level,,PhD,Contract,Video Games,,Onsite,6.7.2025,excellent,100+,SeUmyGubTjlQsULoaYeMzOKIAQelKqEzCwNrLongkgCOjlzMZBo,Health+Dental,Closed
JOB3728,Software Engineer,META,london,51068,INR,,,ph.d,Part-time,,ETL | PySpark | AWS | stats | power bi | Data Visualization,onsite,2024-02-26,4.5/5,,,,open
JOB2273,Business Intelligence Analyst,airbnb,REMOTE,$0,USD,entry,80,Associate's,Full Time,tech,"javascript, Node.js, Agile, Data Visualization, K8s, Node",NO,01-01-2025,2,,bqinrLjHhUbt IbnekPrsrqxuwGlqFrRIjhXQt,"PTO, Remote",OPEN
,,,,,,,,,,,,,,,,,,
JOB8207,software engineer,ORACLE,"Hyderabad, India",0,EUR,VP,-4,MS,Intern,EV,,YES,,,500+,,,Closed
JOB3082,,Apple,boston,406355k,$,intermediate,,BACHELOR,Internship,healthcare,ETL / Computer Vision,NO,12/13/2025,0,500+,dkLATJgtOshDGTUAgafeDYqXRf VdggFLaKcPMPuowLyBkEkxmFlSCtxECx zAfrpEtminuufCHrCGaGLIi,None,closed
JOB4890,data scientist,ORACLE,bangalore,,$,Executive,16yrs,MSc,FULL TIME,,GIT / React / Tableau / docker,onsite,13.11.2025,4.5/5,-43,,"Stock Options, Health",
JOB6885,software engineer,ibm,London,84745,USD,Mid Level,4,MASTER,contract,media,Communication;java;aws;GitHub;Statistics,Onsite,2025-02-06,,-34,UadvcCgjEzDOzGEukehurDRTqihQnDnCuMmyypcXSUWbiJHRWPGnEaenXPUENSRQGMSuIFVMvDPpZleeOBfT,"Health, 401k, Stock",
JOB2796,Data scientist,oracle,HYDERABAD,0,USD,Entry,,Associate's,part-time,banking,scrum / PowerBI / Kubernetes / Statistical Analysis,True,06/22/2025,1.1,,jduZrUwsAaEUfVCvwtuJVCMdeWXUEBBZihJITCdTbncbSmVTYRizFcmi,N/A,closed
,Product Manager,AMAZON,Hyderabad,152718,USD,Sr,-2,,FULL TIME,education,Machine Learning | Tableau | PYTHON | power bi | SQL Server | data pipeline | DataViz,False,07-05-2025,9.3,500+,,"Health, 401k, Stock",closed
,Cybersecurity Analyst,amazon,chicago,126123,USD,executive,,,intern,FINANCE,"['DataViz', 'stats']",,08/28/2025,N/A,-49,,,Open
JOB6986,Machine Learning Engineer,MICROSOFT,berlin,,USD,Junior,90,PhD,Intern,ecommerce,react;Natural Language Processing;k8s;ML,hybrid,7/11/2025,excellent,100+,YtyOZ KSQeoTQfjbtzlThLLlKl vnjDhmiuQZtTInxWGLlCrhhKbeKawkOjohYAdFhGQzRTrosVdXrEGdDlbLupnJj,"Stock Options, Health",
,BI Analyst,netflix,New York,111821,inr,Manager,16,BS,contract,Video Games,git;statistics;tableau;Amazon Web Services,no,6/6/2025,,,,,closed
,Cloud architect,Accenture,"SF, CA",74313,USD,director,1yrs,HS,,E-commerce,JAVA;nodejs;spark;stats,yes,01-02-2024,2.7,1397,nUzHkkmSwnlrTtLzFTbQsOHjbObvBrOdeSLKgijUvflfjytIBpJLZWnvAaWAZzdcQvHgbwcbykCIxMBkanSslX,,
JOB8797,PM,netflix,chicago,43734,$,Executive,11yrs,Bootcamp,contractor,Banking,Tensorflow | DL | tensorflow | javascript | AGILE | TABLEAU,Hybrid,01/15/2025,3.8,,,"Health, 401k, Stock",CLOSED
JOB3915,Fullstack Developer,,hyderabad,224066k,INR,junior,25,,Gig,,"['java', 'R', 'data pipeline', 'Statistics', 'NLP', 'CV']",,2025-11-27,N/A,500+,qhLhnedogIeIeNslEBcPsHYIpkjTQjJAqVhGeKqODcDovkyeJwO LNGMiowBtuxwGyqJRmbfJdmccNDFFfTnnl,"401k, Health",closed
JOB1420,Machine Learning Engineer,oracle,SEATTLE,243987,inr,LEAD,,Bachelors,PT,consulting,react;Node.js;Computer Vision;Linux;sql;JavaScript;statistics;scrum,True,18.4.2025,excellent,100+,qqWevGHOkTzrxtiiakqAIpDjGeeLWJThsshuSNUQGZrlRni b,None,Active
,Machine Learning Engineer,,"Berlin, Germany",-1785 USD,EUR,ENTRY,7 years,MSc,Intern,,"['js', 'Python', 'git', 'Git']",YES,01-10-2025,N/A,many,,"Health, Dental, Vision",Filled
JOB7052,devops engineer,oracle,"Hyderabad, India",101874k,inr,entry level,7 years,PhD,Intern,HEALTHCARE,"PyTorch, AWS, CV, Power BI, Apache Spark",1,26-01-2024,7.1,514,DGaKOdDPHQcxYLkbagowPLWnjd oxPaFIAKJflqMMCgxgvkZerBaOo URlzJAcHgRb sbGCMjuivqS,,closed
JOB8950,data engineer,oracle,,47024,,junior,4,,Full-time,MedTech,Statistics;Node;DOCKER;scrum;Communication,True,11/10/2025,4.5,many,WQTPsflkscEPWlEFXtzFzKMuiSPtXnFqRXaQvbReZQmvhvReSOeLogPACRFnydfMvaa rz,"PTO, Remote",Open
JOB3041,Cloud Architect,wipro,AUSTIN,0k,$,director,-2,M.S.,Freelance,Automotive,aws;Linux;kubernetes;computer vision,hybrid,2025-10-04,9.7,,iKVYQZmTDArVthbmfBslkvrtHxBWZfrsTNwyPtzhczS EIWYRiOSWpvytuFfjQCrBJYnqqsOPKlYDvksddkIQTkQLtmDYC,,Closed
JOB4164,devops engineer,APPLE,boston,"$41,247",,Mid,,,Freelance,GAMING,"AWS, Azure, stats, Kubernetes, tensorflow, Agile",,27-03-2025,,500+,,"Stock Options, Health",OPEN
JOB3340,DevOps Engineer,TCS,"Toronto, Canada",,EUR,Entry,7yrs,Bachelor's,part-time,tech,MS Excel / AGILE / kubernetes / node.js / machine learning / ML / Data Pipeline,,07/26/2025,,-30,x UELKfwNrvQp yEGbpB,Health+Dental,filled
JOB6103,frontend dev,AMAZON,SEATTLE,462592 USD,USD,Senior,18,M.S.,CONTRACT,fintech,CV / data pipeline / PySpark / SQL Server / agile / ETL / TensorFlow / spark,1,2025-11-15,0,,tHMQGsOENszEdLjQzlNKazDUdxRApKpMNiGontIUcHuhSyXXajRJtQJoHQNdNtNjqdwvwIbIEocqvznwoSSrkLbqTMhvd ,N/A,Open
JOB1363,ml engineer,ibm,"London, UK",89113 USD,,lead,1,12th,FT,,,Hybrid,4.2.2025,excellent,795,,N/A,Active
JOB4987,bi analyst,airbnb,"SF, CA",,USD,,1,MSc,full-time,Retail Tech,pytorch / Computer Vision / Node / tableau / PYTORCH / stats,onsite,,3,100+,mGLHCZZSwtYxnITRmzjsUfpuJchAmzyTCwOuaWpBundLvbf yYHkCRWvoZZbJChZa,"401k, Health",filled
JOB7043,DevOps engineer,META,LONDON,0,GBP,CPO,,Associate's,Internship,Education,DL;React,,,0,500+,uhNUnfuQVWtKNVvalusuxewRyulUjVIXmpwWAqsjB FpxpAlLvXgYYXzOclNrkXSPfJQJWGUHHHuBqpPAaBYTVqQbTUkipCwjA,"401k, Health",open
,AI Engineer,NETFLIX,new york,258175,EUR,Manager,13,Master's,freelance,education,"R Programming, NLP",Hybrid,10-03-2025,4.5/5,500+,,None,filled
JOB9175,DA,Facebook,Toronto,"$68,316",USD,lead,20,Associate's,,CONSULTING,Git;javascript;react;aws;Machine Learning;SQL Server;PYTHON,Maybe,2025-04-13,4,100+,yHIwD sXbUpncboihrtmrUnrTiGtmxwphloJAODgOKfNpkF,Health+Dental,closed
JOB5341,,Microsoft,,33009,INR,Sr,,,intern,FINANCE,"['Computer Vision', 'excel', 'Agile']",hybrid,3.9.2025,excellent,500+,,Health+Dental,On Hold
JOB8692,Cloud Architect,,San Francisco,384074,USD,Mid Level,6,bachelor,contract,Finance,js / deep learning / GIT,Hybrid,22.9.2025,4.5/5,100+,zrNglZlKiYWAHNp s TEMJKTjYvtRG lIVmVPzQdICoKAfmzqTYOIraIluvdPJmRztdMPcq,Health+Dental,active
JOB2258,ml engineer,,bangalore,236309,USD,junior,55,associate,part-time,GAMING,,Yes,,8.9,,NCFenmOvbluvIYipQNWVFtftkxu,N/A,
JOB3502,frontend dev,Apple,SEATTLE,41472,usd,,,PHD,full-time,HEALTHCARE,"SQL Server, excel, GIT, Collaboration, GCP, Google Cloud, agile, TABLEAU",,2025-03-18,1.2,500+,cVKaaduETObCbRzEuKuWmznZHzVyUlpMZuniNwpcvUT gHlvUyxYyrJhCnLEYMPtyTP,,
JOB5441,ML Engineer,microsoft,boston,-4251,,,12yrs,bootcamp,,Education,"Microsoft Excel, LINUX, Apache Spark, PYTHON, Amazon Web Services, react",Remote,18.7.2025,4.8,many,OvYBm OIzqjHd ZZQdKW,"Stock Options, Health",Closed
,devops engineer,ibm,San Francisco,301717,USD,Lead,-4,bachelor,INTERNSHIP,finance,"['K8s', 'javascript', 'agile', 'R', 'azure', 'CV', 'DL', 'Data Pipeline']",yes,8.12.2025,0,100+,CbbmLhjrqbqKbALYRJwbUbaIVnhtXAvcFuhiciKgGAruzBKzgtgtgxAvacx,"Health, 401k, Stock",Active
JOB2392,Frontend Developer,infosys,san francisco,86385,USD,Mid,15yrs,Ph.D,FREELANCE,Video Games,TensorFlow | NLP | k8s | data pipeline,True,2025-01-12,8.4,,UuyGqhtA VPyQURmIJJYiRzYDeWdjhSbgQNPYrPUIwZZSqcQFmIyXrHg mix imWWirDjdYupsZriOkjtONZfLEojb,"PTO, Remote",open
JOB6528,cybersecurity analyst,AirBnB,TORONTO,73824,USD,entry level,20yrs,master,Internship,Banking,powerbi;Java,True,2025-10-13,1,100+,,,OPEN
JOB4053,DevOps Engineer,accenture,REMOTE,,GBP,Manager,-5,,,Telecommunications,TABLEAU;React;JS;data pipeline;R Programming;Node.js;AWS,No,12.5.2024,4.5/5,many,,Health+Dental,Open
JOB7547,frontend dev,Uber,San Francisco,-2772,usd,principal,11 years,,intern,gaming,"CV, data pipeline",yes,7/19/2025,,100+,KSmJNkKZpfwwgyOLojfjpZfLFzZeMQEWnkyfJFtmDaMmzbqNrZqwkJplKZGZZVuX,None,active
JOB8084,Software Engineer,Meta,Work from Home,-2487,GBP,Sr.,19,Doctorate,freelance,Retail Tech,"node.js, AWS, nodejs, Spark, azure, data viz, GCP, DOCKER",Maybe,2025-07-08,3.8,500+,,None,
JOB5651,AI Engineer,Accenture,bangalore,390927,INR,intermediate,5 years,PhD,Contract,MEDIA,"Natural Language Processing, React, JS, communication",1,2025-10-09,3,-35,OpXiUvaROIKfEwwkblGAeEvbGiHKYbFPuBkWyMmzLkhdbEyKxmjyHQSUWmMdNKvByuPYUCLG LxRdRRMcvX,"PTO, Remote",Filled
JOB3313,Data engineer,TCS,"seattle, wa",,inr,,20 years,master,CONTRACT,Auto Tech,AGILE;MS Excel;aws,False,11/23/2025,excellent,1111,uDXZoABgZGRMEEijZiqoyOnymYfdHZzlqWDqjmKqhY vazZDCUENcoaZkgzydRKGo,,filled
JOB2571,cloud architect,,berlin,45078k,,Mid-Level,12 years,coding bootcamp,PT,IT,,Yes,12/23/2025,2.2,-50,,"401k, Health",Open
JOB2380,Software engineer,Airbnb,berlin,0,USD,Junior,-3,Boot Camp,Part-time,EdTech,TABLEAU / nodejs / MS Excel / deep learning,True,07-05-2025,3.3,500+,HyhWYvAqycHVWWqzcWjN,None,Open
JOB3514,Product manager,Infosys,"Chicago, IL","$-1,899",inr,CPO,6,,Gig,E-Commerce,"data pipeline, pytorch",True,2024-08-01,0,,nyluT saJxZhTDiTjKCgRlTwYiDnxwLlkTWMtFSEJbvIvVC fkIo BME eZI QsingUNyKzLqLXPnYfKMEX,"Health, 401k, Stock",
JOB9625,Product Manager,Apple,Boston,33450,USD,Entry Level,19yrs,High School,PART TIME,,Statistical Analysis | PYTHON | GCP | JS,1,11/06/2024,N/A,100+,,"Health, Dental, Vision",filled
JOB2229,Software engineer,Tata Consultancy Services,"Austin, TX","$56,683",usd,principal,-5,associate,Gig,IT,,,14-08-2024,4.5/5,500+,oVxFudXUMOvghbQNAHzuciLFOnvBCdkkmXYqLjsYfCeaTVifFafNmBJ,,filled
JOB9048,DATA SCIENTIST,microsoft,Chicago,53060,$,ENTRY,58,MS,Freelance,Retail Tech,"['git', 'NLP', 'SQL', 'machine learning', 'Microsoft Excel']",hybrid,4/27/2025,excellent,many,LZjUKHLvEEwOpKFnlVvLJzS,,Filled
JOB4116,Backend Developer,Google,AUSTIN,150582,EUR,Junior,19yrs,HS,Contract,media,Natural Language Processing | Apache Spark | nlp | Tableau | Machine Learning | Excel,1,6/4/2025,,603,dqvxAbifGeVCQ ZZscULbotxiqItWRSWjPVhIw,"Health, Dental, Vision",closed
JOB3745,cybersecurity analyst,I.B.M,hyderabad,0,USD,,,PHD,Intern,CONSULTING,"LINUX, Apache Spark, ReactJS, sql, powerbi, aws, SQL Server, kubernetes",hybrid,2025-07-18,1.7,1480,xmoZYajCRoHRNZHtmVjYgQSALbnlCLydgyNJgDRQWbLPcMispvFPKZQV IpfzDTdPwPpUyBS sGpZBXoJ,"PTO, Remote",Active
JOB2103,frontend dev,airbnb,BERLIN,394684 USD,GBP,director,,12th,PART TIME,gaming,"['gcp', 'React', 'JAVA', 'r', 'AGILE', 'python', 'PYTORCH']",NO,27.2.2025,6.4,,faeRYKvEkgTviWRRbxViGAqqGAYutpdCyXFnuVrGfwYKE ZkhgIVfdqhf,"Stock Options, Health",On Hold
JOB9935,Software engineer,ORACLE,,-1952,USD,manager,5yrs,PhD,PT,,"tensorflow, SQL, Scrum, spark, kubernetes, docker, PYTORCH",YES,06/04/2025,2.5,1495,epHUtkdJO TTuySisJLKdHCmyoXKlrOcRQvdWEMlAUIhhNCNwEt hAOTiiKFuFynDXKg,"Health, 401k, Stock",active
JOB4830,Data engineer,AirBnB,hyderabad,0,GBP,principal,6 years,12th,PART TIME,media,kubernetes;Agile;Spark;JS;React;Computer Vision;Tableau;K8s,Onsite,19.2.2025,,503,AGAuNdmBEFJoQYiXpUsCFjfRKuRAdBcrqGuapQlvxyMEIUwjgr mEKLZDvAXdDHcRgBllgC,"Stock Options, Health",Open
JOB3274,Cloud architect,,london,403583,EUR,CTO,,coding bootcamp,FULL TIME,,Statistical Analysis | TABLEAU,Yes,25-02-2025,3.0,595,qadftzHzdlXIAGbjnsaSGWWbXZiR kOnscteTOnWzHDgfuIR S,"PTO, Remote",Closed
JOB7056,Cloud architect,,"Bangalore, India",298661,,Sr,-3,MS,Contractor,telecom,aws | sql,no,20-06-2025,3.3,500+,Nhgak ylvaqjmmOfpHbNzlElpazKqwGmrIFIlmfEUNWszMcxetJMzZKXAwCvYPLTAkZJBQOovJoMpAtrOvB,,
JOB3546,Security Analyst,Airbnb,CHICAGO,"$42,118",$,principal,9 years,bootcamp,FREELANCE,Telecommunications,Kubernetes / Excel / ML / LINUX / node.js / js,Maybe,24-03-2024,4.5,,,"Health, 401k, Stock",Filled
JOB6316,Data scientist,Accenture,AUSTIN,441636,,CTO,,master,Contract,banking,java;kubernetes;Node;agile,NO,20.8.2025,3,-45,MOzUMUBSTejBxiznPuGcauUPFTYujNfqlJcabeVyfdFQnKy jtCfGlsbEtVJbgrquSYeldcKdJyEeYtYQ aYLL ZllS,"PTO, Remote",active
JOB3472,cloud architect,Meta,"SF, CA",-2910,,Lead,,associate,Contractor,IT,ETL | GitHub | Docker | statistics | NLP | Power BI,1,13.8.2024,4.5/5,225,GzlXbudGcNPVrqCTxpWBsnRk cVBsuNsZxNmdUjr cNeMWqjCmvkKfNNleHNgpBNKeaSpSMluL,Health+Dental,filled
JOB7802,software engineer,ACCENTURE,LONDON,0,USD,Manager,-2,Boot Camp,PT,Telco,java | GCP | linux | excel | kubernetes | Natural Language Processing,Maybe,7/25/2025,0,,xvM FB pplTbRKoDDXicshtEmQevWMMQjRKEWFpMEecOsRwTUmIFaPuqcChAlcMuxFAlpuheEcveA,"401k, Health",active
JOB6975,Full Stack Developer,Googl,"Hyderabad, India",248228,USD,Manager,,Ph.D,Part Time,Ed-Tech,PowerBI;DataViz;ETL;ReactJS;gcp;sql;Docker,hybrid,2025-06-17,N/A,,AAZZjCXNWpJrFpSufGyNBiJcGvobEGinhywULVxczMSbfrrK,"PTO, Remote",filled
JOB5000,Data Scientist,Amazon,"San Francisco, CA",47412,,Mid,,bootcamp,fulltime,Auto Tech,"statistics, data pipeline, AWS, R Programming, JAVA",Hybrid,,4.5,many,gulHniqoOScmOCLiXfQReNWFctVvxZEHhHUQVxkTKFOcaOApUdJFuUzygzyGJRWOYJzPfq,None,
JOB7989,cybersecurity analyst,,boston,49642,USD,Mgr,,MSc,,HEALTHCARE,TensorFlow / Power BI / React / spark / pytorch / JavaScript,Yes,26-12-2024,0,many,MAnxOMqfokwnnWEiHvXMHcEyNEnFxIgRiMBLz,Health+Dental,on hold
,Cloud architect,tcs,Toronto,$0,,Director,3yrs,associate,freelance,,"['r', 'Data Pipeline', 'nodejs', 'R Programming', 'DataViz', 'Tableau', 'TensorFlow']",,1.2.2025,7.9,322,bIYwSoqWTXAIfSdfOydcVaD zirCfAtDNVAeqfdftpeDqpGNdWXg zIhq,N/A,
JOB3722,backend developer,wipro,"Hyderabad, India",-3174,,Mid Level,17,Associate,Contractor,MedTech,"Deep Learning, aws, JS",Maybe,10/07/2025,2.2,,NCTDuILRcjUQmcTCdCeBenDRczShPLehxwHeOyK rbabJbQbr,Health+Dental,open
JOB4352,full stack developer,UBER,Berlin,67033,inr,SENIOR,2yrs,Associate,PT,EdTech,scrum;Microsoft Excel;Deep Learning;AZURE;ETL,hybrid,1/2/2025,N/A,,,"Health, 401k, Stock",filled
JOB6203,cloud architect,UBER,WFH,154170,USD,Sr.,13,HS,Internship,finance,javascript / ML / nlp,Maybe,10/18/2025,,1133,C SuMpitvDnaSOBAPcpbHKbNRuvRUTeALMbNCWfFuSTPwNqyfZEtwlvopLAu MYOLx,"Health, Dental, Vision",Filled
JOB7431,Full Stack Developer,Microsoft,"Seattle, WA",48844,,,-2,PhD,Contract,Video Games,node.js;Deep Learning;etl,Remote,05-09-2024,0,-28,FhNjuigCRaTQUfAebztWNmwxZhBCzzzHyOLwWrmGVzrk,None,Active
JOB5280,Cybersecurity Analyst,amazon,"seattle, wa",$0,USD,Entry,14 years,BACHELOR,freelance,automotive,Statistical Analysis / Apache Spark / powerbi,NO,2025-11-08,0,,gX joNBvztcONVFyEttVakIccnXtgYWMryMwzXPwFpRJELTkMjpYioiijiClBPkXrMlF,"Health, Dental, Vision",Filled
JOB7661,Backend developer,,"Austin, TX",,inr,Director,,Master's,,EV,"['tensorflow', 'Unix', 'Collaboration', 'r', 'react']",Maybe,06-02-2024,1.0,,HsAWieie ecCRLCscvtPSsSLTbMpsVVRu,"Stock Options, Health",On Hold
JOB1593,,,hyderabad,126747,GBP,CTO,16,High School,Intern,Entertainment,"['python', 'r', 'Unix', 'linux', 'ReactJS', 'Git']",NO,5.1.2025,7.5,100+,,,
JOB1380,AI engineer,GOOGLE,"Seattle, WA",-4273,EUR,intermediate,12,master,FREELANCE,Consulting,"['R', 'PowerBI', 'docker', 'JS', 'js', 'ETL', 'Communication', 'JavaScript']",False,4.3.2024,8.4,,IddBjTvifCzdYTgkwLzFXFAKoahdvQBWUyENpUyLLpGQjnVMyWjEuYmUo,"Health, 401k, Stock",closed
JOB7681,Backend Developer,IBM,hyderabad,95812,EUR,Executive,97,doctorate,FULL TIME,HEALTHCARE,linux / GitHub / communication / Docker / Collaboration,No,10.7.2025,excellent,-8,SYaeBeyIsSdfFxxfDbuUikUhRUWCMTQsljZLv,N/A,on hold
JOB6997,Data Scientist,ACCENTURE,Boston,242822,$,entry level,,Associate,Full Time,Telco,Power BI;Microsoft Excel;Amazon Web Services;deep learning,True,20.7.2025,9.5,100+,JCZFKApgUrMBHIpxCyQWKxsjVvukOIbGoPZdHZACuhHWAMiSq,None,filled
JOB1853,Data Scientist,amazon,,"$35,577",USD,ENTRY,,high school,Freelance,EdTech,kubernetes | Kubernetes | aws | Natural Language Processing | gcp,No,9.7.2024,4.5/5,1303,aMyFGbPoqJDaHjZwUGyiKATVlBLzqxcNuoGWTCwkIvXYZmhnmOVjxcHqOOrmJNolUmuWwSjbJTDFyKkLnphashh svABOGa,"PTO, Remote",
JOB8500,DevOps engineer,Google,,95537,USD,ENTRY,4,bachelor,,Retail Tech,"['sql', 'Communication', 'Power BI', 'ReactJS']",Yes,2025-11-17,N/A,808,LznPXtyKCvlMulhsTPOUYnKAxRneFRUZJGRLM,"PTO, Remote",
JOB9088,bi analyst,Googl,WFH,36336,$,DIRECTOR,0 years,HS,CONTRACT,CONSULTING,"docker, statistics, Python, DataViz",True,01/15/2025,6.6,500+,KxrxVBfSSbsSKsmNnzMkUkyUxaItMmGRpkpD nhFfybkBeQgwQQCELXsnorOKe,"Health, 401k, Stock",closed
JOB8714,cybersecurity analyst,AMAZON,Chicago,38211,USD,Principal,,B.S.,Part Time,automotive,"['GitHub', 'JAVA', 'Azure', 'GIT', 'NLP', 'java', 'Communication', 'Scrum']",False,28.1.2025,1,508,owdhSWAAZnZDaPUiQelAtbHmfidkRuOldOFjicmDWzbf,,on hold
JOB5529,BI Analyst,UBER,REMOTE,"$283,338",,Director,13 years,B.S.,FT,Education,Agile | Natural Language Processing | ReactJS | git,False,06-11-2025,,,uvZYEvksGFVFRFNPMnqDz,"Stock Options, Health",
JOB6340,cloud architect,Meta,toronto,52179 USD,EUR,Mid-Level,12,Boot Camp,CONTRACT,FinTech,Deep Learning;Kubernetes,,2025-03-13,0,500+,hTyjsUFPHGjZTeTz FSoMNnrEVFhEaZcyObCzQRxmDaMYhpIezqLTNb,"PTO, Remote",filled
JOB7406,Backend Developer,Googl,"London, UK",86747,,,0yrs,doctorate,,MEDIA,Natural Language Processing | JS | Excel | pytorch | SQL | power bi | Scrum | javascript,Onsite,06/10/2025,4.1,851,Se zfyyJRTJCZOkCDihsPoKrdraMEtfUxtVnPTyk,N/A,Open
JOB8758,,,Hyderabad,-2736,USD,lead,19yrs,bootcamp,Contractor,,Scrum;Statistical Analysis;tensorflow;data viz,No,05/02/2025,N/A,500+,CjsarHFsbNnefMHwoZKmRSM,"Health, 401k, Stock",on hold
JOB8551,PM,INFOSYS,"Austin, TX",40768,INR,intermediate,77,High School,FT,finance,spark | AGILE | sql | nlp | scrum | DataViz | data viz,,12/10/2025,6.5,100+,QdJnMwqaVfPpiODTi bKmStKqvLXgMwdr aQpqsGGdkcqHpre,"Health, Dental, Vision",On Hold
JOB8960,Fullstack Developer,Microsoft,"Boston, MA",,EUR,,,Boot Camp,Freelance,MedTech,"['ETL', 'Communication', 'AWS', 'JAVA', 'LINUX']",True,22-06-2025,N/A,,zRAptjJkTnEgPqoKfbOEuBBHGdYM,None,filled
JOB9207,DevOps Engineer,Tata Consultancy Services,"Berlin, Germany",43763,EUR,entry,16,coding bootcamp,PART TIME,MEDIA,"['TABLEAU', 'data viz']",Remote,24-01-2024,5,-35,,"Stock Options, Health",
JOB8663,product manager,airbnb,HYDERABAD,301243,USD,principal,12 years,high school,PART TIME,telecom,Data Visualization;CV;nlp;Excel;communication,,2025-04-03,3.2,,kEZchHR hPXIztapAXGdatZswbkGQxqXhNjpZmFMKcoqHhTXZSuLePaOIAAxvPWpJxuqvdPNqYVtTcSuDZpJonKRiNSTHBsbk,N/A,CLOSED
,,,,,,,,,,,,,,,,,,
JOB7653,cybersecurity analyst,INFOSYS,NYC,-4642,GBP,MANAGER,100,M.S.,Intern,edtech,"['Spark', 'NLP', 'Azure', 'tensorflow', 'ReactJS', 'GCP']",onsite,15.5.2025,1,500+,n ZEiyaEUBghsrSnCTrrajXUCvSgOgSPCPjTQOUTrawlaJlcDBaNHyvhKdT,Health+Dental,Active
JOB5916,DA,,BOSTON,,inr,VP,19,bootcamp,FT,Game Dev,Java | Statistical Analysis,No,20.7.2025,4,100+,,"401k, Health",
JOB7533,Cybersecurity Analyst,amazon,WFH,"$-3,693",USD,Senior,1 years,B.S.,,Finance,machine learning / Git / etl / MS Excel / Collaboration,no,01/10/2025,0,975,MyacWDzYHwmggqYWSxfuWxUYdv corDKNBI,N/A,closed
,Backend Developer,Accenture,REMOTE,57519,USD,,-4,doctorate,Contract,technology,"['js', 'Python', 'Linux', 'PyTorch', 'JavaScript', 'spark', 'Tensorflow', 'etl']",,,excellent,many,KHWsIzh ehGaGyTIWjSJHpvueFscuTphZvypLVqWhPKgQYeO,"Stock Options, Health",OPEN
JOB7115,Business Intelligence Analyst,,NYC,63750,,mid level,18 years,MS,full-time,FINANCE,Linux | AGILE | Java | python | tableau | etl,,18.3.2025,1,many,dUafFjYLbPvbI JpPoQzPSjTLAAwTPlXLeWcqBpmO EzYtLnggObQSzyFLKmgZsKqadKfdBxNqLUAqCeeqRblTg,,OPEN
JOB8807,,I.B.M,"SF, CA",32908,inr,,5,Master's,Contractor,Management Consulting,"tableau, TensorFlow, JavaScript, PyTorch, JAVA, GIT, Tableau, deep learning",No,2/19/2024,,973,,,
,Cybersecurity Analyst,Uber,"SF, CA",131395,EUR,mid level,85,Bachelors,Part Time,information technology,,Onsite,09/19/2025,3,1448,SwQTqVj lYrKpMFjrQDxxF eKP QlLOyZxn,,open
JOB1841,Software engineer,Tata Consultancy Services,bangalore,,,Sr,,Associate,contract,Management Consulting,powerbi / scrum / NLP,True,02-03-2024,3.7,,,"PTO, Remote",Closed
JOB3523,cloud architect,salesforce,san francisco,330743,USD,intermediate,,BACHELOR,,fintech,node.js;excel;machine learning;TABLEAU;ML;React,Maybe,02/04/2025,excellent,-45,ybpSJWLJeiqf ecaWPVR,"PTO, Remote",
JOB3525,BI Analyst,airbnb,Remote,-2962,EUR,VP,19yrs,coding bootcamp,full-time,Finance,etl | machine learning | javascript | Microsoft Excel | git | PYTORCH | Statistical Analysis | Tableau,0,21.3.2025,N/A,,NDKltyKKh zpWeSMssPBsfMxdcLbsfQXNBDrwyQHjIuNUxwaloLQEQCtkgJzZquugsyjJQWFJqmgthuFEwzCW,"401k, Health",On Hold
JOB2715,Full Stack Developer,MICROSOFT,"Bangalore, India",165199,GBP,VP,,Bachelor's,Part Time,Media,"['SQL', 'GIT', 'excel', 'K8s', 'Node', 'Statistics']",0,2025-11-15,4.0,,lRzoLviOCpSkUbGCbybbuOsnsRPxpLYlheyRRHcSsizY YKTCWPNnXSHHCKLUeitbqUd KPWgfxLBaCf IywwmteiwkIgaOXCBww,N/A,open
JOB1819,backend developer,GOOGLE,"London, UK",41620,USD,DIRECTOR,,Boot Camp,INTERNSHIP,Telco,aws;nodejs;agile;Communication;JAVA;CV,0,2025-12-13,8.3,100+,StCMXwoBixiruiXEmHoCaZYPovKmcx ui BFdbSed fV nJ HiRkvmzv,"Health, Dental, Vision",CLOSED
,DevOps Engineer,Apple,"Seattle, WA",-3287,$,,12 years,Boot Camp,PART TIME,,"['python', 'Tensorflow', 'NLP', 'JavaScript', 'stats', 'PYTORCH', 'Amazon Web Services']",,10/11/2025,,100+,VwGbajWLlBImVXvLnTfVSTOwscRCoGAyPzKqTgJoVgGiikafPvsHwLKrlYtUYRI AYdUgRMO eUXTfmXGKucSHgJKrAP,N/A,filled
JOB6132,DA,Apple,"Seattle, WA",,USD,LEAD,6yrs,MS,full-time,MedTech,"Unix, Scrum, Deep Learning, Apache Spark, Microsoft Excel, etl, K8s",,11/10/2025,0,1158,,"401k, Health",on hold
